feature	metadata	value	coef	stderr	pval	qval	base.model	tweedie.index	N	N.not.zero	percent.zero
valerate (5:0)	Age	Age	-0.00459589092444821	0.00786155782561026	0.560293701352216	0.777377895177531	CPLM	1.34	96	89	7
2-methylcitrate/homocitrate	Age	Age	0.00288051803055592	0.00493188261238524	0.5606570453084	0.777476304608542	CPLM	1.512	96	95	1
N-palmitoylglycine	Age	Age	-0.00283800650717477	0.00486143455767464	0.560845214917673	0.777500489721486	CPLM	1.044	96	93	3
1-palmitoyl-2-palmitoleoyl-GPC (16:0/16:1)*	Group	non-Severe	-0.0978354403662936	0.168029143046154	0.561868540058124	0.778682085034905	CPLM	1.99	96	96	0
9,10-DiHOME	Group	non-Severe	-0.218792601170638	0.376288486619937	0.562407577811637	0.7791920016289	CPLM	1.781	96	94	2
leucine	Age	Age	-0.00131717965035576	0.00226730219314745	0.562745273221336	0.779422741560208	CPLM	1.99	96	96	0
5-hydroxyhexanoate	Age	Age	0.00250425287152567	0.00431559143328231	0.563191900367395	0.779658409790675	CPLM	1.138	96	94	2
docosapentaenoate (n6 DPA; 22:5n6)	Age	Age	-0.00292605999921294	0.00504334733678476	0.563257832281801	0.779658409790675	CPLM	1.99	96	96	0
caprate (10:0)	BMI	BMI	-0.00285871894552979	0.00493346914378464	0.56374669041041	0.78009797269189	CPLM	1.99	96	96	0
galactonate	BMI	BMI	-0.00226804658732315	0.00392027274462176	0.564358736544148	0.780707681112409	CPLM	1.639	96	94	2
N-carbamoylalanine	Sex	Male	0.0543006559776316	0.0939015233480228	0.564540653501086	0.780722179181277	CPLM	1.24	96	95	1
1-palmitoyl-2-stearoyl-GPC (16:0/18:0)	Group	non-Severe	-0.0522085190129592	0.0903378202613851	0.564773883187684	0.78080760899718	CPLM	1.99	96	96	0
2,3-dihydroxy-5-methylthio-4-pentenoate (DMTPA)*	Group	Severe	-0.177338323357661	0.309637288971669	0.568272153262563	0.780948587412418	CPLM	1.99	96	96	0
3,5-dichloro-2,6-dihydroxybenzoic acid	BMI	BMI	-0.00124189800703836	0.00216030023613545	0.566827679784781	0.780948587412418	CPLM	1.073	96	94	2
5-methylthioribose	Age	Age	0.00197265888152199	0.00341693697835347	0.565182318923464	0.780948587412418	CPLM	1.033	96	94	2
behenoyl sphingomyelin (d18:1/22:0)*	BMI	BMI	-0.000773270480619818	0.00134575179164673	0.567010702171475	0.780948587412418	CPLM	1.99	96	96	0
bilirubin degradation product, C16H18N2O5 (3)	Group	non-Severe	0.294995886738229	0.514658226128954	0.567962903176789	0.780948587412418	CPLM	1.678	96	89	7
bilirubin degradation product, C17H20N2O5 (1)	Age	Age	0.0105941682764348	0.0184340515448233	0.566939760525063	0.780948587412418	CPLM	1.75	96	88	8
butyrate/isobutyrate (4:0)	Age	Age	-0.00258434008624001	0.00450466824570843	0.567616002400209	0.780948587412418	CPLM	1.951	96	96	0
glycolithocholate sulfate*	Group	non-Severe	-0.250932005917598	0.436999683170097	0.567270430873214	0.780948587412418	CPLM	1.99	96	96	0
hydroxy-CMPF*	Age	Age	0.00454622450649549	0.00792885577843761	0.567835384908498	0.780948587412418	CPLM	1.99	96	96	0
malate	Group	Severe	0.0744182281335502	0.129817658811068	0.567919743363253	0.780948587412418	CPLM	1.99	96	96	0
maleate	Group	non-Severe	0.0679530196654457	0.118658663444559	0.568307749084381	0.780948587412418	CPLM	1.233	96	95	1
N,N-dimethyl-pro-pro	BMI	BMI	-0.00154834277780552	0.00270249971921464	0.568136881440641	0.780948587412418	CPLM	1.99	96	96	0
N2-acetyl,N6-methyllysine	Age	Age	0.006831051761599	0.0118651004907836	0.566253031696347	0.780948587412418	CPLM	1.416	96	77	20
N6-acetyllysine	Age	Age	0.0011371475521453	0.00197508966134744	0.566240673647321	0.780948587412418	CPLM	1.99	96	96	0
oleoylcarnitine (C18:1)	BMI	BMI	0.00114187995291829	0.00199362222914371	0.568247043000091	0.780948587412418	CPLM	1.99	96	96	0
pregnanediol-3-glucuronide	Group	non-COVID-19	0.189207468190885	0.330140228632385	0.568013802522294	0.780948587412418	CPLM	1.442	96	85	11
S-carboxyethylcysteine	Age	Age	0.00373092758309146	0.00648911760287871	0.566774766034936	0.780948587412418	CPLM	1.99	96	96	0
sphingomyelin (d18:1/22:1, d18:2/22:0, d16:1/24:1)*	Group	non-Severe	0.0538531656476268	0.0935327190345516	0.566224904043823	0.780948587412418	CPLM	1.99	96	96	0
sphingomyelin (d18:1/24:1, d18:2/24:0)*	Sex	Male	-0.0359610330072263	0.062822224688162	0.568477067912201	0.780948587412418	CPLM	1.99	96	96	0
threonine	BMI	BMI	-0.000863115291399983	0.00149781922024448	0.56590202996279	0.780948587412418	CPLM	1.99	96	96	0
vanillic alcohol sulfate	Group	Severe	-0.656864946081736	1.14116468902868	0.566331898885487	0.780948587412418	CPLM	1.552	96	17	82
1-linoleoyl-GPI* (18:2)*	BMI	BMI	0.00136624255472355	0.00239087836222415	0.56914201527853	0.78154283732684	CPLM	1.99	96	96	0
2-aminooctanoate	Sex	Male	0.106494086257021	0.186544247689945	0.569520727085738	0.78154283732684	CPLM	1.539	96	95	1
2-O-methylcytidine	Sex	Male	-0.0451508505971052	0.079105607931622	0.569596108275754	0.78154283732684	CPLM	1.552	96	96	0
N-acetylglycine	BMI	BMI	-0.00102973746529048	0.00180287342574622	0.569327587291194	0.78154283732684	CPLM	1.99	96	96	0
phenol sulfate	Group	Severe	0.140375944470726	0.246209068624526	0.570012925546959	0.781879175584593	CPLM	1.883	96	96	0
homocitrulline	Sex	Male	0.175397922773638	0.307940037664775	0.570394306735558	0.782166718721389	CPLM	1.49	96	85	11
1-(1-enyl-stearoyl)-2-linoleoyl-GPE (P-18:0/18:2)*	Age	Age	0.00239817898070141	0.00421650082248993	0.570951162605084	0.782283790224517	CPLM	1.044	96	95	1
2-methylbutyrylglycine (C5)	Sex	Male	0.0534574211050703	0.0940420947687016	0.571166798967176	0.782283790224517	CPLM	1.037	96	92	4
caffeine	Age	Age	-0.0109195692910074	0.0192075404619727	0.57112429422751	0.782283790224517	CPLM	1.617	96	54	44
sebacate (C10-DC)	Group	non-Severe	0.139753571169641	0.245532294442621	0.570663551897546	0.782283790224517	CPLM	1.99	96	96	0
bilirubin degradation product, C16H18N2O5 (1)	Age	Age	0.00864900498971533	0.0152343784457021	0.571648138814479	0.782707644065284	CPLM	1.604	96	84	12
hexadecadienoate (16:2n6)	Sex	Male	0.0748819291643684	0.132009260097905	0.571974029129915	0.782918463678278	CPLM	1.99	96	96	0
13-HODE + 9-HODE	Age	Age	-0.00229238289687552	0.00404589531953484	0.57241567675779	0.783287557678779	CPLM	1.99	96	96	0
adrenate (22:4n6)	Group	non-COVID-19	0.111421514580255	0.196756292725067	0.572620519701406	0.783332486248184	CPLM	1.469	96	94	2
carnitine	BMI	BMI	-0.000834930422495313	0.00147538574343043	0.572881417128945	0.783372734919854	CPLM	1.99	96	96	0
N6-carboxymethyllysine	BMI	BMI	-0.00139727392832106	0.0024698153285934	0.572993978923591	0.783372734919854	CPLM	1.178	96	92	4
1-carboxyethylleucine	BMI	BMI	0.0013003603771952	0.00230388296438639	0.57388726151256	0.783887999078644	CPLM	1.525	96	95	1
1-palmitoyl-GPC (16:0)	Sex	Male	0.0316662227093757	0.0560908203517684	0.573798190849846	0.783887999078644	CPLM	1.99	96	96	0
adrenate (22:4n6)	Sex	Male	0.0937971031159195	0.166084688428165	0.573661364751221	0.783887999078644	CPLM	1.469	96	94	2
oxindolylalanine	BMI	BMI	-0.00108529855437007	0.00192480885829489	0.574276025345503	0.784074112988407	CPLM	1.99	96	96	0
tartronate (hydroxymalonate)	Age	Age	0.00268952355005502	0.00477109562242891	0.574367861424973	0.784074112988407	CPLM	1.051	96	94	2
1-methylhistidine	Group	Severe	-0.106823136245043	0.189634663782333	0.574640181616754	0.784210784262121	CPLM	1.99	96	96	0
O-sulfo-L-tyrosine	Group	non-Severe	-0.106387967828754	0.189271431343089	0.575466231461079	0.785102821472065	CPLM	1.99	96	96	0
N6-succinyladenosine	BMI	BMI	0.00248687503387369	0.00442752067971398	0.575741924129699	0.785243702451826	CPLM	1.299	96	82	15
taurocholate	Age	Age	0.0111520005283372	0.0198652728299942	0.575948213775352	0.785289869920045	CPLM	1.832	96	87	9
1-arachidonoyl-GPE (20:4n6)*	Sex	Male	0.0396105677033206	0.0709215705392131	0.577897096338087	0.786152627606616	CPLM	1.899	96	96	0
4-acetylphenyl sulfate	Sex	Male	0.172687915890253	0.309339421189637	0.578077181558307	0.786152627606616	CPLM	1.38	96	75	22
5-(galactosylhydroxy)-L-lysine	Sex	Male	0.0887646018138265	0.158891646528156	0.577804408930469	0.786152627606616	CPLM	1.99	96	96	0
5alpha-pregnan-3beta,20alpha-diol monosulfate (2)	Group	non-Severe	-0.188167385362552	0.335897275504823	0.576755013437359	0.786152627606616	CPLM	1.619	96	89	7
5-hydroxy-2-methylpyridine sulfate	BMI	BMI	-0.00696704938228631	0.0124821087971599	0.578134639845094	0.786152627606616	CPLM	1.166	96	25	74
catechol sulfate	Sex	Male	0.176249381882621	0.315552687451241	0.57787699301531	0.786152627606616	CPLM	1.736	96	93	3
cholesterol	Sex	Male	0.0279486076068609	0.0499490243268943	0.577196937277376	0.786152627606616	CPLM	1.99	96	96	0
perfluorooctanesulfonate (PFOS)	BMI	BMI	0.00205532500365545	0.00367661897264017	0.577548057183424	0.786152627606616	CPLM	1.99	96	96	0
spermidine	Group	Severe	0.246053112393382	0.440163330794385	0.577562820491068	0.786152627606616	CPLM	1.308	96	72	25
choline	Group	non-COVID-19	-0.0363603887331032	0.0652014631756858	0.578475092211823	0.786380767144072	CPLM	1.99	96	96	0
4-hydroxyhippurate	Group	non-COVID-19	-0.215602573235742	0.386945267452552	0.578795284991655	0.786581237795284	CPLM	1.99	96	96	0
1-stearoyl-2-arachidonoyl-GPI (18:0/20:4)	BMI	BMI	0.000735631964653713	0.00132571520737654	0.580358800236074	0.786851277443091	CPLM	1.573	96	96	0
3-carboxy-4-methyl-5-pentyl-2-furanpropionate (3-CMPFP)	Age	Age	0.00484566115464482	0.00871570337857023	0.579627077404603	0.786851277443091	CPLM	1.99	96	96	0
branched-chain, straight-chain, or cyclopropyl 10:1 fatty acid (1)*	Group	non-Severe	0.103615176137399	0.186823560701344	0.580549032105575	0.786851277443091	CPLM	1.99	96	96	0
glutamine	Group	non-Severe	0.035787439767124	0.0643804783849206	0.579691706710485	0.786851277443091	CPLM	1.835	96	96	0
isocaproate (i6:0)	Group	non-Severe	0.150284755804796	0.27066655143233	0.580123790659084	0.786851277443091	CPLM	1.534	96	92	4
pentadecanoate (15:0)	Age	Age	-0.00168997560298919	0.0030415547248703	0.579858653029032	0.786851277443091	CPLM	1.99	96	96	0
salicylate	Group	Severe	0.154220210779408	0.277976502935876	0.580425935524042	0.786851277443091	CPLM	1.99	96	96	0
thyroxine	Sex	Male	-0.046943180949755	0.0844746977427553	0.579805456691345	0.786851277443091	CPLM	1.029	96	96	0
urate	BMI	BMI	0.00115675414716613	0.00208144886675871	0.579779800548164	0.786851277443091	CPLM	1.99	96	96	0
2,3-dihydroxy-2-methylbutyrate	Group	Severe	0.122429217580085	0.221314684894606	0.581519813045008	0.787423815543927	CPLM	1.278	96	92	4
N-acetyltaurine	Sex	Male	0.132704155598276	0.239963709690753	0.581637806514561	0.787423815543927	CPLM	1.99	96	96	0
N-carbamoylvaline	Age	Age	0.00701583038212081	0.0126864961536587	0.581639167031785	0.787423815543927	CPLM	1.719	96	92	4
piperine	BMI	BMI	0.00731864053782853	0.0132348975431807	0.581663090797051	0.787423815543927	CPLM	1.578	96	29	70
pantothenate (Vitamin B5)	Group	Severe	0.0757105793536277	0.137152247016969	0.582319211281421	0.788077767659908	CPLM	1.99	96	96	0
N6-methyladenosine	Sex	Male	0.0342041740804248	0.0620288479746186	0.582725098462104	0.788158627382365	CPLM	1.579	96	96	0
threonine	Group	non-COVID-19	0.0531528937826123	0.0963636997170731	0.582614127989441	0.788158627382365	CPLM	1.99	96	96	0
threonylphenylalanine	BMI	BMI	0.00340321406208412	0.00618003759418073	0.583233702151229	0.788612315794743	CPLM	1.151	96	45	53
1-linolenoylglycerol (18:3)	Sex	Male	0.140940590373497	0.256457030912235	0.583992090344881	0.789403377687915	CPLM	1.476	96	87	9
11beta-hydroxyandrosterone glucuronide	BMI	BMI	0.00255942482117287	0.00466827814813461	0.584886783445503	0.789932568170581	CPLM	1.505	96	89	7
12,13-DiHOME	Group	non-Severe	-0.202228999716053	0.368873689983519	0.58490395693263	0.789932568170581	CPLM	1.719	96	93	3
oleoylcarnitine (C18:1)	Sex	Male	-0.0554076887237817	0.10101662966841	0.584721481179791	0.789932568170581	CPLM	1.99	96	96	0
1-(1-enyl-stearoyl)-2-arachidonoyl-GPE (P-18:0/20:4)*	Sex	Male	-0.0614578906236163	0.112183952669445	0.585179048251035	0.790069785275783	CPLM	1.99	96	96	0
1-linoleoyl-2-linolenoyl-GPC (18:2/18:3)*	BMI	BMI	-0.00208033540894	0.00380164946375859	0.585597763967465	0.790166582846766	CPLM	1.174	96	87	9
cis-3,4-methyleneheptanoate	Group	non-COVID-19	0.0885961818275155	0.161834123611855	0.585439485353244	0.790166582846766	CPLM	1.874	96	96	0
sphingosine 1-phosphate	Sex	Male	-0.0385831034156275	0.0706445952496608	0.58632391097946	0.79091205290298	CPLM	1.402	96	96	0
indolepropionate	Group	Severe	-0.380319279865704	0.697027397011929	0.586685053441693	0.79093064931127	CPLM	1.81	96	83	14
valine	BMI	BMI	0.000579165251932176	0.00106145093859985	0.58668154506554	0.79093064931127	CPLM	1.99	96	96	0
5-methyluridine (ribothymidine)	Sex	Male	-0.031611192935477	0.0579813520612273	0.586982533159921	0.79102645657183	CPLM	1.848	96	96	0
tetrahydrocortisol sulfate (1)	Sex	Male	-0.19924592249288	0.365575975407633	0.587103518492048	0.79102645657183	CPLM	1.486	96	60	38
1-stearoyl-GPS (18:0)*	Age	Age	0.00967253195850658	0.0177872066958099	0.587944591887924	0.791701110709301	CPLM	1.21	96	34	65
gamma-glutamylhistidine	Group	non-COVID-19	0.0452521570655836	0.0832176472369992	0.587951944756007	0.791701110709301	CPLM	1.561	96	96	0
1-methylhistidine	Age	Age	0.00285386995000249	0.00525505894987245	0.588438490707613	0.792122047497035	CPLM	1.99	96	96	0
glycochenodeoxycholate glucuronide (1)	Age	Age	-0.00485417250416781	0.00894677294222386	0.588787982734437	0.792358295913896	CPLM	1.99	96	96	0
16a-hydroxy DHEA 3-sulfate	BMI	BMI	0.00181520056702947	0.00334794850379204	0.589047461860976	0.792473306149154	CPLM	1.578	96	95	1
1-palmitoyl-2-arachidonoyl-GPE (16:0/20:4)*	Group	non-COVID-19	0.076453812361311	0.141171255108911	0.589469442449328	0.792733112839903	CPLM	1.04	96	94	2
thioproline	BMI	BMI	0.0021368915508038	0.00394701734272573	0.589588724898716	0.792733112839903	CPLM	1.712	96	94	2
3-methyl-2-oxovalerate	Sex	Male	-0.0670237833854641	0.12400345920602	0.59020284051505	0.793090509207889	CPLM	1.715	96	96	0
tryptophan betaine	Age	Age	0.00429949138066068	0.00795454028224733	0.590196980521777	0.793090509207889	CPLM	1.99	96	96	0
2-hydroxyoctanoate	BMI	BMI	0.00201396641262619	0.00372985367898902	0.590574147111971	0.7933553586867	CPLM	1.99	96	96	0
theophylline	Age	Age	0.0119777567015669	0.0222428429429057	0.591576658417624	0.794467738848086	CPLM	1.598	96	48	50
isobutyrylglycine (C4)	BMI	BMI	0.000873791890341465	0.00162433099695965	0.591961473613035	0.794515930101314	CPLM	1.99	96	96	0
tartarate	BMI	BMI	0.00343951753839346	0.00639245062242468	0.591879145569597	0.794515930101314	CPLM	1.739	96	94	2
hydroxyproline	Age	Age	-0.00247697915151172	0.00461488674172354	0.592788706651704	0.795391800262776	CPLM	1.99	96	96	0
myristoleate (14:1n5)	Age	Age	0.00324540649906118	0.00605312361737538	0.593189647134559	0.795557044684891	CPLM	1.99	96	96	0
N-methylproline	Sex	Male	0.166532072528063	0.310665203706836	0.593261248078588	0.795557044684891	CPLM	1.99	96	96	0
urea	BMI	BMI	0.00210734106055021	0.0039336964288576	0.593491645009823	0.795631719568659	CPLM	1.99	96	96	0
adipate	Group	non-Severe	0.0636738187881663	0.119181701786794	0.594494864411919	0.796100452875456	CPLM	1.99	96	96	0
ethylmalonate	Age	Age	-0.00383170175513863	0.0071728919559736	0.594540544626576	0.796100452875456	CPLM	1.99	96	96	0
S-methylmethionine	Sex	Male	-0.192338110168348	0.359777279836433	0.594257275131493	0.796100452875456	CPLM	1.532	96	62	35
stearidonate (18:4n3)	Group	non-COVID-19	0.0897673291474944	0.167817606506637	0.594045977264205	0.796100452875456	CPLM	1.99	96	96	0
glycoursodeoxycholic acid sulfate (2)	Age	Age	0.00885226421038427	0.0166064968021141	0.595320437596199	0.796910427046764	CPLM	1.373	96	48	50
1-linoleoyl-GPC (18:2)	Sex	Male	-0.0546729469206876	0.102706625938787	0.595829801039202	0.797123073191472	CPLM	1.99	96	96	0
2,4-di-tert-butylphenol	BMI	BMI	0.000541905940925023	0.00101848936385114	0.596004405844744	0.797123073191472	CPLM	1.99	96	96	0
3-aminoisobutyrate	BMI	BMI	0.00221458069116631	0.00415831016599977	0.595660209257155	0.797123073191472	CPLM	1.99	96	96	0
1-methyl-4-imidazoleacetate	Group	non-COVID-19	0.124705743463056	0.23469825507135	0.596503383258851	0.797194655132698	CPLM	1.99	96	96	0
cinnamoylglycine	Age	Age	0.00821445978455147	0.0154550919852923	0.596392942143782	0.797194655132698	CPLM	1.475	96	48	50
gamma-glutamylglycine	Age	Age	-0.00230553454667374	0.00434300949097416	0.596837334298	0.797194655132698	CPLM	1.99	96	96	0
hydroxy-N6,N6,N6-trimethyllysine*	BMI	BMI	0.00196535916652505	0.00370494959037414	0.59710824959544	0.797194655132698	CPLM	1.745	96	95	1
N-palmitoyl-sphingosine (d18:1/16:0)	Sex	Male	0.0325016121388037	0.0612535788254243	0.597012282389776	0.797194655132698	CPLM	1.99	96	96	0
trans-urocanate	Age	Age	0.00426347597071008	0.00803149316204567	0.596848579292351	0.797194655132698	CPLM	1.276	96	89	7
1-methyl-4-imidazoleacetate	BMI	BMI	0.00193224319726456	0.00364654414414039	0.597512220403705	0.797266525554782	CPLM	1.99	96	96	0
isobutyrylcarnitine (C4)	Group	Severe	0.253988595511641	0.479207371916335	0.59741919016045	0.797266525554782	CPLM	1.99	96	96	0
chenodeoxycholate	BMI	BMI	0.00189331373425655	0.00358409640859341	0.598637713934179	0.798137335032325	CPLM	1.643	96	95	1
cysteinylglycine disulfide*	BMI	BMI	0.00122740842592939	0.00232207080249243	0.598410073809935	0.798137335032325	CPLM	1.382	96	96	0
N-acetyl-isoputreanine	Sex	Male	0.0867689482680191	0.164358789414731	0.598865892359564	0.798137335032325	CPLM	1.99	96	96	0
sphingomyelin (d18:2/23:0, d18:1/23:1, d17:1/24:1)*	Age	Age	-0.00167318492068871	0.00316786065550807	0.598692376516142	0.798137335032325	CPLM	1.963	96	96	0
cysteine sulfinic acid	Age	Age	0.00120794693741429	0.00229192085009472	0.5994731545577	0.798712915698001	CPLM	1.011	96	96	0
2-oxoarginine*	BMI	BMI	-0.00108728466844314	0.00206795729643758	0.600350687103644	0.799097120181445	CPLM	1.99	96	96	0
bilirubin degradation product, C16H18N2O5 (4)	Age	Age	0.00707009111924437	0.0134394975553652	0.600149345391355	0.799097120181445	CPLM	1.688	96	91	5
glycerophosphoserine*	Age	Age	-0.00185648920113246	0.0035274365324327	0.599989039016063	0.799097120181445	CPLM	1.085	96	94	2
N-acetyl-2-aminoadipate	Sex	Male	0.190001643860056	0.361484948798705	0.600463404756457	0.799097120181445	CPLM	1.162	96	58	40
1-linoleoyl-GPG (18:2)*	Group	non-Severe	-0.115221454659617	0.219669907787115	0.601220312904582	0.799870670455001	CPLM	1.157	96	89	7
1-stearoyl-2-oleoyl-GPC (18:0/18:1)	Sex	Male	0.037635275118744	0.0718365408238611	0.601649253491708	0.80020756436952	CPLM	1.99	96	96	0
fructosyllysine	Age	Age	-0.00158524513516274	0.0030357564861198	0.602834582608303	0.801549982247653	CPLM	1.367	96	96	0
alpha-ketoglutaramate*	Sex	Male	0.0486667958643279	0.0933245993770911	0.603328585220305	0.801972672823487	CPLM	1.273	96	95	1
2,3-dihydroxy-5-methylthio-4-pentenoate (DMTPA)*	BMI	BMI	0.0022807861733361	0.00437986068956416	0.603838295142357	0.802146791316113	CPLM	1.99	96	96	0
glycolithocholate sulfate*	BMI	BMI	-0.00358142507132183	0.00688560790178556	0.604262991769836	0.802146791316113	CPLM	1.99	96	96	0
inosine	Sex	Male	0.187152174304021	0.359606944735053	0.604052452665276	0.802146791316113	CPLM	1.936	96	95	1
sphingomyelin (d18:1/21:0, d17:1/22:0, d16:1/23:0)*	Group	Severe	0.0660875896103912	0.127086470351069	0.604340281292399	0.802146791316113	CPLM	1.708	96	96	0
threonine	Age	Age	0.00152518810538171	0.00293123676973737	0.6041308643543	0.802146791316113	CPLM	1.99	96	96	0
docosadioate (C22-DC)	BMI	BMI	0.000971574738943244	0.00186934395408318	0.604534391595921	0.80217063500228	CPLM	1.169	96	95	1
1-linoleoyl-GPE (18:2)*	Sex	Male	0.0549554868800489	0.106416581214635	0.606842963631832	0.802440850458799	CPLM	1.99	96	96	0
2-hydroxybutyrate/2-hydroxyisobutyrate	Sex	Male	0.0541880669772847	0.104660645018984	0.6059171864087	0.802440850458799	CPLM	1.99	96	96	0
2-hydroxyoctanoate	Group	Severe	-0.136041465175604	0.263038911658774	0.606305548236361	0.802440850458799	CPLM	1.99	96	96	0
3-bromo-5-chloro-2,6-dihydroxybenzoic acid*	Group	Severe	-0.328864948196286	0.635602277932433	0.606155821350722	0.802440850458799	CPLM	1.168	96	38	60
3-methyl-2-oxobutyrate	Age	Age	0.00329187800824792	0.00636702074097826	0.606424603020557	0.802440850458799	CPLM	1.524	96	94	2
5-oxoproline	Age	Age	-0.000972770463323295	0.00188373649434002	0.60685250087398	0.802440850458799	CPLM	1.99	96	96	0
6-hydroxyindole sulfate	Age	Age	0.0041895822207398	0.00808666215459202	0.605684191231647	0.802440850458799	CPLM	1.512	96	92	4
gamma-glutamylleucine	Age	Age	-0.00138378809813276	0.00267724829621877	0.606529309488966	0.802440850458799	CPLM	1.99	96	96	0
glycochenodeoxycholate	BMI	BMI	-0.0040125575653921	0.00776542371466774	0.606632582259905	0.802440850458799	CPLM	1.786	96	92	4
linoleoylcarnitine (C18:2)*	BMI	BMI	0.00102597111832787	0.00197981681850417	0.605594078572443	0.802440850458799	CPLM	1.99	96	96	0
N-acetyl-aspartyl-glutamate (NAAG)	BMI	BMI	-0.0041820108440814	0.00808879422105881	0.60642965187946	0.802440850458799	CPLM	1.45	96	38	60
proline	BMI	BMI	-0.000647249449887411	0.00125140106974452	0.606285790659872	0.802440850458799	CPLM	1.99	96	96	0
3-hydroxystachydrine*	Age	Age	-0.00749220429582318	0.0145161130679515	0.607043441567424	0.802460328852844	CPLM	1.782	96	91	5
suberate (C8-DC)	Group	non-COVID-19	0.0896437919241948	0.173957826135325	0.607607691212021	0.80297313574566	CPLM	1.99	96	96	0
glycerophosphorylcholine (GPC)	Group	non-COVID-19	-0.05168992308983	0.100576981942605	0.608571871717135	0.803758521846743	CPLM	1.206	96	96	0
metabolonic lactone sulfate	Group	non-Severe	0.0964724604986691	0.187728299216361	0.608599620862074	0.803758521846743	CPLM	1.475	96	95	1
stearidonate (18:4n3)	Sex	Male	0.067826866547842	0.132034733309901	0.608731476031931	0.803758521846743	CPLM	1.99	96	96	0
pentose acid*	Age	Age	0.00416335034441133	0.00811449236683258	0.609169472890722	0.804103704215753	CPLM	1.639	96	94	2
1-palmitoyl-2-docosahexaenoyl-GPE (16:0/22:6)*	Sex	Male	-0.0479539318951018	0.0935467823391103	0.609487237617262	0.804290026110986	CPLM	1.99	96	96	0
trans-urocanate	Sex	Male	0.107997252961685	0.210790408680658	0.609679247714368	0.804310340119128	CPLM	1.276	96	89	7
dihomolinoleate (20:2n6)	Group	non-COVID-19	-0.0803337620249716	0.157031798943696	0.610214459355862	0.804783274806428	CPLM	1.99	96	96	0
docosapentaenoate (DPA; 22:5n3)	Sex	Male	0.0665162751826521	0.130269087605889	0.610890635238878	0.804975680809564	CPLM	1.99	96	96	0
pseudouridine	Group	non-Severe	0.0881344051184255	0.172497786767382	0.610664732542261	0.804975680809564	CPLM	1.99	96	96	0
valylglycine	Sex	Male	0.115525213656785	0.226181212440779	0.610780976096454	0.804975680809564	CPLM	1.756	96	95	1
3-formylindole	Sex	Male	0.0335442215062578	0.0657440536782735	0.611157342389193	0.805094167555795	CPLM	1.99	96	96	0
dihydroorotate	Group	non-Severe	-0.0838509717446861	0.164623159832166	0.611766817871987	0.805502145989877	CPLM	1.144	96	90	6
N-acetylglutamate	Group	non-Severe	-0.121042323576426	0.237676385529528	0.611820799951468	0.805502145989877	CPLM	1.158	96	90	6
3-methoxycatechol sulfate (1)	Sex	Male	0.203194864343353	0.399355779589079	0.612146832089534	0.805698460501658	CPLM	1.659	96	67	30
glycochenodeoxycholate	Group	Severe	0.285490866006623	0.561854288411103	0.612624466106956	0.806094140032095	CPLM	1.786	96	92	4
1-palmitoleoyl-GPC* (16:1)*	Sex	Male	0.0554820834881052	0.109411723523799	0.613342688877005	0.806656606373552	CPLM	1.99	96	96	0
glycerophosphorylcholine (GPC)	Group	Severe	-0.059073524719317	0.116546956672758	0.613503358894474	0.806656606373552	CPLM	1.206	96	96	0
isobutyrylglycine (C4)	Age	Age	-0.00161072959629502	0.0031785478062773	0.613583329924898	0.806656606373552	CPLM	1.99	96	96	0
1-carboxyethylisoleucine	BMI	BMI	0.00142133023772851	0.00280851417644032	0.614052430488578	0.806680200955938	CPLM	1.589	96	95	1
glycochenodeoxycholate	Age	Age	0.00778142020884045	0.0153686053451044	0.613884545099059	0.806680200955938	CPLM	1.786	96	92	4
N,N,N-trimethyl-5-aminovalerate	Age	Age	0.00372106861069454	0.00735440973820718	0.614132687025524	0.806680200955938	CPLM	1.99	96	96	0
hexadecenedioate (C16:1-DC)*	BMI	BMI	-0.00142703701254466	0.00282524379920912	0.614735525487368	0.807239210804347	CPLM	1.99	96	96	0
5-dodecenoate (12:1n7)	Age	Age	0.00317928479132431	0.00630047014284181	0.615079386959482	0.807457921076241	CPLM	1.697	96	95	1
1-arachidonoyl-GPA (20:4)	Sex	Male	0.0704174098125298	0.139632916141393	0.615294146719522	0.807507073245159	CPLM	1.23	96	91	5
2-aminophenol sulfate	BMI	BMI	-0.00336884962610212	0.0066932385449155	0.61598182763353	0.807943906406422	CPLM	1.233	96	55	43
cholesterol sulfate	BMI	BMI	-0.000898701938987835	0.00178464965879827	0.615805411700841	0.807943906406422	CPLM	1.024	96	95	1
3,5-dichloro-2,6-dihydroxybenzoic acid	Age	Age	-0.00215638363374032	0.00428842251704333	0.61631994703337	0.808154632533823	CPLM	1.073	96	94	2
erythritol	BMI	BMI	-0.00264794577877272	0.00528051404411393	0.617288340551585	0.809191451603891	CPLM	1.807	96	95	1
lysine	Age	Age	-0.00114626716052115	0.00228711824578642	0.617478981636281	0.809208426581763	CPLM	1.99	96	96	0
stearoylcarnitine (C18)	Group	non-Severe	0.0649566405698901	0.129765157441835	0.617908896207474	0.809538870347766	CPLM	1.039	96	92	4
dimethylglycine	Group	Severe	-0.0765380538254421	0.152987223982479	0.618105386914104	0.809563397183442	CPLM	1.99	96	96	0
4-hydroxychlorothalonil	Group	non-COVID-19	-0.135809459810594	0.271825308347912	0.618575354888564	0.809945993721254	CPLM	1.264	96	79	18
